GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC03_EST_VC41,HC03_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43,HC01_EST_VC44,HC01_MOE_VC44,HC02_EST_VC44,HC02_MOE_VC44,HC03_EST_VC44,HC03_MOE_VC44,HC01_EST_VC47,HC01_MOE_VC47,HC02_EST_VC47,HC02_MOE_VC47,HC03_EST_VC47,HC03_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC02_EST_VC50,HC02_MOE_VC50,HC03_EST_VC50,HC03_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC02_EST_VC51,HC02_MOE_VC51,HC03_EST_VC51,HC03_MOE_VC51,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC53,HC01_MOE_VC53,HC02_EST_VC53,HC02_MOE_VC53,HC03_EST_VC53,HC03_MOE_VC53
8600000US41091,41091,ZCTA5 41091,6560,307,6560,307,99603,8586,6010,347,91.6,2.9,102596,9220,76,75,1.2,1.1,103222,4874,19,27,0.3,0.4,-,**,268,106,4.1,1.6,90952,22531,0,18,0.0,0.5,-,**,12,20,0.2,0.3,-,**,175,122,2.7,1.9,58935,19684,89,80,1.4,1.2,"250,000+",***,5933,351,90.4,3.0,101817,9347,91,57,1.4,0.9,88646,70757,2184,252,33.3,3.9,107500,20918,2918,287,44.5,3.4,121563,14475,1367,210,20.8,3.0,62139,9351,5634,305,5634,305,104553,7975,2769,274,49.1,3.9,122311,20663,2865,263,50.9,3.9,98590,8231,4915,276,87.2,3.0,112730,12111,2337,266,41.5,4.6,133795,13998,407,122,7.2,2.2,58189,19338,176,65,3.1,1.1,61875,49572,312,143,5.5,2.4,51353,9378,256,140,4.5,2.4,51294,8396,(X),(X),(X),(X),96739,12431,(X),(X),(X),(X),96442,13815,(X),(X),(X),(X),114191,36687,(X),(X),(X),(X),130313,17273,(X),(X),(X),(X),197792,128208,(X),(X),(X),(X),-,**,752,202,13.3,3.4,52944,9604,1545,208,27.4,3.8,92950,11242,2586,279,45.9,4.2,128176,13127,751,203,13.3,3.5,133713,32820,926,191,926,191,70000,14108,440,123,47.5,11.0,55000,28491,376,102,40.6,9.4,48571,12874,64,62,6.9,6.5,79167,59885,486,155,52.5,11.0,73583,26676,349,144,37.7,11.3,63625,47421,137,71,14.8,7.8,91250,71343
8600000US41092,41092,ZCTA5 41092,1228,135,1228,135,71105,6680,1208,140,98.4,1.9,70523,7581,20,23,1.6,1.9,-,**,0,11,0.0,2.4,-,**,0,11,0.0,2.4,-,**,0,11,0.0,2.4,-,**,0,11,0.0,2.4,-,**,0,11,0.0,2.4,-,**,11,15,0.9,1.3,-,**,1197,141,97.5,2.2,70843,7028,56,50,4.6,4.1,-,**,397,109,32.3,7.5,74321,32844,492,105,40.1,7.7,92500,11550,283,67,23.0,5.3,35580,6904,999,123,999,123,74436,12265,381,86,38.1,7.7,109886,17921,618,113,61.9,7.7,65278,13162,829,106,83.0,6.9,84844,17663,365,83,36.5,7.4,113125,13220,75,38,7.5,3.8,41771,18069,12,21,1.2,2.1,-,**,95,75,9.5,7.1,73397,37050,4,8,0.4,0.8,-,**,(X),(X),(X),(X),51146,16309,(X),(X),(X),(X),90729,41233,(X),(X),(X),(X),113393,55270,(X),(X),(X),(X),108068,53222,(X),(X),(X),(X),105417,54946,(X),(X),(X),(X),84773,32327,149,50,14.9,4.7,27837,8102,212,61,21.2,6.0,51935,5238,507,112,50.8,7.6,105260,27787,131,49,13.1,5.1,116932,37632,229,75,229,75,42063,17599,103,44,45.0,18.4,-,**,79,41,34.5,16.6,19844,7914,24,21,10.5,9.3,68750,22553,126,66,55.0,18.4,45179,18382,117,65,51.1,19.1,45982,21675,9,15,3.9,6.4,-,**
8600000US41093,41093,ZCTA5 41093,1016,134,1016,134,40417,10016,1010,135,99.4,1.0,40667,10194,0,11,0.0,2.9,-,**,0,11,0.0,2.9,-,**,0,11,0.0,2.9,-,**,0,11,0.0,2.9,-,**,0,11,0.0,2.9,-,**,6,10,0.6,1.0,-,**,0,11,0.0,2.9,-,**,1010,135,99.4,1.0,40667,10194,13,17,1.3,1.7,-,**,281,95,27.7,8.3,58015,40922,443,95,43.6,7.6,44205,12498,279,76,27.5,6.9,31406,10101,829,117,829,117,44511,16649,273,78,32.9,8.4,42188,29255,556,106,67.1,8.4,45833,19757,711,138,85.8,6.9,54013,16503,235,79,28.3,8.2,44750,32854,101,47,12.2,6.3,27019,6542,21,20,2.5,2.5,25625,12155,17,20,2.1,2.4,-,**,17,20,2.1,2.4,-,**,(X),(X),(X),(X),37138,10089,(X),(X),(X),(X),63438,24357,(X),(X),(X),(X),69028,22295,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,173,59,20.9,7.1,21492,4396,320,96,38.6,9.1,36389,18205,261,82,31.5,9.2,72656,17792,75,37,9.0,4.2,84191,9378,187,73,187,73,-,**,84,50,44.9,17.8,19643,14837,84,50,44.9,17.8,19643,14837,0,11,0.0,14.8,-,**,103,48,55.1,17.8,-,**,103,48,55.1,17.8,-,**,0,11,0.0,14.8,-,**
8600000US41094,41094,ZCTA5 41094,5174,312,5174,312,71974,3080,4992,316,96.5,1.6,72135,3193,74,60,1.4,1.2,-,**,0,18,0.0,0.6,-,**,62,49,1.2,1.0,152941,110814,0,18,0.0,0.6,-,**,23,32,0.4,0.6,-,**,23,24,0.4,0.5,-,**,159,107,3.1,2.0,70489,47443,4856,299,93.9,2.4,72179,3602,162,93,3.1,1.8,41667,28983,1928,259,37.3,3.8,76510,5133,2224,227,43.0,3.7,76964,14059,860,109,16.6,2.2,50000,9792,4038,335,4038,335,78646,6847,1967,281,48.7,5.1,77266,10271,2071,246,51.3,5.1,79568,13082,3183,299,78.8,4.5,90908,9324,1375,208,34.1,4.6,95893,21089,684,177,16.9,4.0,31591,16761,496,171,12.3,3.9,24051,5119,171,84,4.2,2.0,70875,52142,96,66,2.4,1.6,95857,52776,(X),(X),(X),(X),68665,10789,(X),(X),(X),(X),85577,11572,(X),(X),(X),(X),90735,29831,(X),(X),(X),(X),86719,47892,(X),(X),(X),(X),105078,34175,(X),(X),(X),(X),91908,60420,386,132,9.6,3.1,31167,11674,1510,270,37.4,5.4,55595,10950,1549,220,38.4,4.6,93606,14974,593,124,14.7,3.2,146875,37724,1136,182,1136,182,42852,4360,548,147,48.2,10.4,29432,6148,414,121,36.4,9.3,29886,5479,134,87,11.8,7.2,-,**,588,150,51.8,10.4,55556,24108,426,149,37.5,11.0,45208,25638,162,68,14.3,6.0,71250,19337
8600000US41095,41095,ZCTA5 41095,1209,137,1209,137,46201,3504,1076,137,89.0,4.4,47903,4711,51,42,4.2,3.3,-,**,0,11,0.0,2.4,-,**,12,18,1.0,1.5,-,**,0,11,0.0,2.4,-,**,70,35,5.8,2.8,40972,7039,0,11,0.0,2.4,-,**,127,36,10.5,2.8,36583,19754,1019,136,84.3,4.7,49315,5147,62,41,5.1,3.4,40208,16885,352,84,29.1,5.8,46860,5073,573,101,47.4,6.7,50917,11422,222,59,18.4,4.2,31875,19094,681,99,681,99,49948,5670,401,85,58.9,8.3,48295,7751,280,67,41.1,8.3,50972,8196,444,82,65.2,7.2,59167,12638,263,68,38.6,7.7,62566,23741,193,54,28.3,6.5,37250,12949,112,48,16.4,6.5,36667,14010,44,24,6.5,3.5,34107,5036,26,20,3.8,2.9,34792,7321,(X),(X),(X),(X),48558,5730,(X),(X),(X),(X),51750,11997,(X),(X),(X),(X),-,**,(X),(X),(X),(X),82917,59553,(X),(X),(X),(X),46000,27345,(X),(X),(X),(X),-,**,71,31,10.4,4.4,24554,8003,275,77,40.4,9.9,46563,4958,244,65,35.8,8.0,50789,16273,91,59,13.4,8.1,90766,14051,528,95,528,95,26250,10783,229,59,43.4,9.7,21492,4788,201,54,38.1,9.1,20363,3259,28,23,5.3,4.2,-,**,299,83,56.6,9.7,40139,25550,260,80,49.2,10.1,29167,27038,39,24,7.4,4.4,51250,15920
8600000US41097,41097,ZCTA5 41097,2447,231,2447,231,42088,5252,2366,236,96.7,3.0,42104,5303,19,33,0.8,1.3,-,**,22,35,0.9,1.4,-,**,0,16,0.0,1.2,-,**,0,16,0.0,1.2,-,**,40,52,1.6,2.1,-,**,0,16,0.0,1.2,-,**,40,52,1.6,2.1,-,**,2366,236,96.7,3.0,42104,5303,126,92,5.1,3.8,-,**,849,208,34.7,7.3,53101,9971,846,163,34.6,5.9,45294,12128,626,106,25.6,3.7,37396,5947,1819,217,1819,217,45368,7637,722,189,39.7,9.0,48186,10368,1097,199,60.3,9.0,42702,10741,1169,231,64.3,8.6,56046,6274,435,166,23.9,8.1,56659,33279,340,111,18.7,5.9,29438,8182,175,89,9.6,4.8,28472,9346,310,131,17.0,7.3,24250,16957,112,83,6.2,4.6,-,**,(X),(X),(X),(X),41956,7024,(X),(X),(X),(X),56293,24095,(X),(X),(X),(X),46618,14998,(X),(X),(X),(X),53893,4047,(X),(X),(X),(X),-,**,(X),(X),(X),(X),20698,8492,413,141,22.7,7.8,26673,10405,572,166,31.4,8.3,43191,10465,709,192,39.0,8.8,64205,20976,125,81,6.9,4.2,100688,73418,628,164,628,164,30306,9556,318,128,50.6,13.5,21053,3485,290,122,46.2,13.9,20439,4400,28,44,4.5,6.9,-,**,310,110,49.4,13.5,38986,18070,214,104,34.1,14.0,38851,26428,96,58,15.3,9.1,47833,36860
8600000US41098,41098,ZCTA5 41098,801,160,801,160,33287,10320,772,159,96.4,2.8,34412,12495,5,7,0.6,0.9,-,**,4,5,0.5,0.7,-,**,0,11,0.0,3.7,-,**,0,11,0.0,3.7,-,**,0,11,0.0,3.7,-,**,20,23,2.5,2.9,-,**,22,38,2.7,4.6,-,**,750,152,93.6,5.0,38000,11334,44,44,5.5,5.2,30972,660,168,63,21.0,7.1,30909,23132,362,110,45.2,9.9,38906,34133,227,82,28.3,9.2,39013,11074,528,107,528,107,42828,7935,219,79,41.5,12.2,-,**,309,88,58.5,12.2,38107,11026,368,97,69.7,10.6,52500,29079,152,61,28.8,10.5,109167,34218,142,59,26.9,9.9,15658,7671,49,47,9.3,8.2,10511,8548,18,18,3.4,3.4,43750,17339,18,18,3.4,3.4,43750,17339,(X),(X),(X),(X),38714,9133,(X),(X),(X),(X),80347,65021,(X),(X),(X),(X),42679,24219,(X),(X),(X),(X),123194,64911,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,169,74,32.0,11.8,15461,13877,139,70,26.3,12.0,37961,10407,199,69,37.7,11.8,82422,44728,21,15,4.0,2.7,149792,8309,273,114,273,114,23672,13161,55,30,20.1,11.9,16250,4514,49,29,17.9,11.9,15809,4820,6,8,2.2,2.9,-,**,218,107,79.9,11.9,30255,15559,160,94,58.6,19.7,18690,16603,58,49,21.2,15.5,31648,10638
8600000US41099,41099,ZCTA5 41099,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**
8600000US41101,41101,ZCTA5 41101,7782,283,7782,283,38433,2967,7371,283,94.7,1.4,38231,3075,228,89,2.9,1.1,25119,16838,4,8,0.1,0.1,-,**,74,54,1.0,0.7,-,**,0,18,0.0,0.4,-,**,0,18,0.0,0.4,-,**,105,62,1.3,0.8,40184,16946,44,62,0.6,0.8,"250,000+",***,7327,292,94.2,1.5,38149,3086,410,117,5.3,1.5,17143,13353,2444,230,31.4,2.6,46838,10464,2700,224,34.7,2.6,40547,7178,2228,187,28.6,2.3,34542,3668,4891,252,4891,252,53973,4362,2101,241,43.0,4.2,46250,11797,2790,235,57.0,4.2,59688,7852,3514,254,71.8,3.8,66528,7584,1300,197,26.6,3.6,62155,10186,1026,172,21.0,3.3,19826,6595,644,132,13.2,2.6,15625,6089,351,94,7.2,1.9,26641,15253,157,74,3.2,1.5,21250,13008,(X),(X),(X),(X),47969,7753,(X),(X),(X),(X),55820,13101,(X),(X),(X),(X),60245,6513,(X),(X),(X),(X),56136,14637,(X),(X),(X),(X),-,**,(X),(X),(X),(X),95885,16668,1199,154,24.5,3.1,30778,4653,1714,218,35.0,3.7,37692,2984,1701,196,34.8,3.9,80693,6208,277,107,5.7,2.1,131484,50156,2891,226,2891,226,19533,2996,1520,187,52.6,4.9,15902,4344,1331,167,46.0,4.7,15250,4622,189,80,6.5,2.7,-,**,1371,176,47.4,4.9,24951,4144,1146,158,39.6,4.5,21354,7101,225,87,7.8,2.9,51250,22021
8600000US41102,41102,ZCTA5 41102,7962,309,7962,309,50694,4318,7778,296,97.7,1.3,50293,4278,44,51,0.6,0.6,-,**,0,21,0.0,0.4,-,**,0,21,0.0,0.4,-,**,0,21,0.0,0.4,-,**,41,46,0.5,0.6,-,**,99,72,1.2,0.9,-,**,100,83,1.3,1.0,59423,35299,7739,296,97.2,1.5,49993,4157,224,112,2.8,1.4,30848,10395,2088,255,26.2,2.9,59286,8668,3170,257,39.8,3.1,57500,7422,2480,210,31.1,2.5,43764,3793,5390,282,5390,282,63402,3798,1672,238,31.0,4.1,61223,5192,3718,298,69.0,4.1,64741,4544,4121,292,76.5,4.4,73330,4059,1170,207,21.7,3.8,76228,7414,882,228,16.4,3.9,27955,8461,379,137,7.0,2.4,12412,5433,387,126,7.2,2.3,37230,6771,123,70,2.3,1.3,60339,24317,(X),(X),(X),(X),58554,5290,(X),(X),(X),(X),69239,10730,(X),(X),(X),(X),71875,13698,(X),(X),(X),(X),79236,12128,(X),(X),(X),(X),62353,3690,(X),(X),(X),(X),-,**,1367,208,25.4,3.8,46477,5810,2067,301,38.3,4.9,56078,5593,1654,263,30.7,4.6,81250,11632,302,93,5.6,1.7,109444,32112,2572,246,2572,246,25537,4221,1444,224,56.1,7.0,22025,2596,1294,212,50.3,6.6,22378,3947,150,90,5.8,3.5,21542,2940,1128,212,43.9,7.0,34167,12001,879,201,34.2,7.3,26038,8499,249,121,9.7,4.6,54542,22425
8600000US41121,41121,ZCTA5 41121,477,138,477,138,32240,17870,477,138,100.0,6.1,32240,17870,0,11,0.0,6.1,-,**,0,11,0.0,6.1,-,**,0,11,0.0,6.1,-,**,0,11,0.0,6.1,-,**,0,11,0.0,6.1,-,**,0,11,0.0,6.1,-,**,0,11,0.0,6.1,-,**,477,138,100.0,6.1,32240,17870,12,19,2.5,4.0,-,**,78,69,16.4,14.1,"250,000+",***,292,116,61.2,14.3,26940,21419,95,59,19.9,12.5,35284,33224,379,129,379,129,-,**,72,72,19.0,17.6,"250,000+",***,307,120,81.0,17.6,32969,21738,304,120,80.2,17.7,-,**,72,72,19.0,17.6,"250,000+",***,61,68,16.1,16.5,-,**,0,11,0.0,7.6,-,**,14,22,3.7,6.3,-,**,0,11,0.0,7.6,-,**,(X),(X),(X),(X),53235,51394,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,80,68,21.1,15.9,"2,500-",***,135,93,35.6,19.0,26735,7997,149,77,39.3,20.2,-,**,15,22,4.0,6.1,-,**,98,56,98,56,18214,11581,54,41,55.1,30.8,12917,5977,54,41,55.1,30.8,12917,5977,0,11,0.0,25.9,-,**,44,37,44.9,30.8,-,**,35,34,35.7,29.4,24323,23128,9,13,9.2,13.8,-,**
8600000US41124,41124,ZCTA5 41124,467,67,467,67,40774,19608,464,67,99.4,1.0,40952,20391,3,5,0.6,1.0,-,**,0,11,0.0,6.2,-,**,0,11,0.0,6.2,-,**,0,11,0.0,6.2,-,**,0,11,0.0,6.2,-,**,0,11,0.0,6.2,-,**,10,16,2.1,3.4,-,**,454,69,97.2,3.7,40357,18049,7,10,1.5,2.1,-,**,163,56,34.9,9.5,60404,3456,196,56,42.0,11.1,21154,17683,101,34,21.6,7.2,39750,14212,299,73,299,73,50208,20905,132,51,44.1,10.1,58409,22206,167,44,55.9,10.1,41250,13057,247,72,82.6,9.4,53935,7551,96,48,32.1,11.2,61833,3771,48,28,16.1,9.3,15192,8240,32,24,10.7,8.1,-,**,4,6,1.3,1.8,-,**,4,6,1.3,1.8,-,**,(X),(X),(X),(X),39318,14320,(X),(X),(X),(X),-,**,(X),(X),(X),(X),61000,10203,(X),(X),(X),(X),57841,50475,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,103,33,34.4,10.8,21442,11838,113,50,37.8,13.2,38977,29420,68,42,22.7,11.8,61750,7320,15,20,5.0,6.3,-,**,168,67,168,67,-,**,47,25,28.0,14.8,11250,2843,47,25,28.0,14.8,11250,2843,0,11,0.0,16.3,-,**,121,61,72.0,14.8,-,**,121,61,72.0,14.8,-,**,0,11,0.0,16.3,-,**
8600000US41129,41129,ZCTA5 41129,3881,232,3881,232,50497,4400,3874,233,99.8,0.2,50483,4426,4,7,0.1,0.2,-,**,3,6,0.1,0.2,-,**,0,18,0.0,0.8,-,**,0,18,0.0,0.8,-,**,0,18,0.0,0.8,-,**,0,18,0.0,0.8,-,**,0,18,0.0,0.8,-,**,3874,233,99.8,0.2,50483,4426,127,81,3.3,2.0,60417,41597,1050,174,27.1,4.1,65694,27705,1622,205,41.8,4.7,53418,6514,1082,142,27.9,3.5,38875,10312,3003,217,3003,217,58548,5486,1106,201,36.8,5.2,59189,22041,1897,165,63.2,5.2,58165,6300,2302,249,76.7,5.6,68256,9827,743,175,24.7,5.0,76496,8587,352,101,11.7,3.3,18810,8869,160,72,5.3,2.4,6071,3136,349,128,11.6,4.2,58566,24120,203,111,6.8,3.6,57831,40980,(X),(X),(X),(X),50938,6623,(X),(X),(X),(X),69199,14375,(X),(X),(X),(X),75844,5640,(X),(X),(X),(X),57669,24973,(X),(X),(X),(X),98393,70621,(X),(X),(X),(X),51050,568,664,141,22.1,4.4,27232,14827,1175,215,39.1,6.6,52208,8507,968,180,32.2,5.5,83875,11152,196,87,6.5,2.8,106500,29620,878,169,878,169,23864,10367,484,136,55.1,10.8,17035,5412,455,134,51.8,10.5,16844,5300,29,27,3.3,3.0,-,**,394,120,44.9,10.8,33779,6023,364,115,41.5,10.7,33023,9415,30,28,3.4,3.0,49667,21720
8600000US41132,41132,ZCTA5 41132,160,63,160,63,-,**,152,61,95.0,8.6,-,**,0,11,0.0,17.0,-,**,0,11,0.0,17.0,-,**,8,14,5.0,8.6,-,**,0,11,0.0,17.0,-,**,0,11,0.0,17.0,-,**,0,11,0.0,17.0,-,**,0,11,0.0,17.0,-,**,152,61,95.0,8.6,-,**,0,11,0.0,17.0,-,**,14,23,8.8,13.9,-,**,79,50,49.4,23.4,-,**,67,47,41.9,24.1,15875,12346,110,53,110,53,33077,27445,20,26,18.2,22.3,-,**,90,51,81.8,22.3,32692,28547,94,51,85.5,14.4,-,**,12,20,10.9,16.5,-,**,16,15,14.5,14.4,-,**,8,15,7.3,13.9,-,**,0,11,0.0,23.6,-,**,0,11,0.0,23.6,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,44,45,40.0,32.8,14537,6672,46,33,41.8,30.5,-,**,20,23,18.2,20.2,108333,102102,0,11,0.0,23.6,-,**,50,43,50,43,-,**,40,41,80.0,43.1,-,**,40,41,80.0,43.1,-,**,0,11,0.0,40.3,-,**,10,18,20.0,43.1,-,**,10,18,20.0,43.1,-,**,0,11,0.0,40.3,-,**
8600000US41135,41135,ZCTA5 41135,57,30,57,30,30625,10762,57,30,100.0,37.7,30625,10762,0,11,0.0,37.7,-,**,0,11,0.0,37.7,-,**,0,11,0.0,37.7,-,**,0,11,0.0,37.7,-,**,0,11,0.0,37.7,-,**,0,11,0.0,37.7,-,**,0,11,0.0,37.7,-,**,57,30,100.0,37.7,30625,10762,0,11,0.0,37.7,-,**,15,19,26.3,27.5,-,**,12,17,21.1,24.9,-,**,30,21,52.6,28.3,23750,22166,30,25,30,25,31310,898,11,17,36.7,41.3,-,**,19,18,63.3,41.3,31375,19907,14,16,46.7,42.7,-,**,0,11,0.0,52.0,-,**,11,17,36.7,41.3,-,**,11,17,36.7,41.3,-,**,5,9,16.7,30.6,-,**,0,11,0.0,52.0,-,**,(X),(X),(X),(X),31375,19907,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,14,16,46.7,42.7,-,**,16,18,53.3,42.7,-,**,0,11,0.0,52.0,-,**,0,11,0.0,52.0,-,**,27,20,27,20,15250,13976,15,16,55.6,39.4,30750,29846,15,16,55.6,39.4,30750,29846,0,11,0.0,54.8,-,**,12,14,44.4,39.4,-,**,12,14,44.4,39.4,-,**,0,11,0.0,54.8,-,**
8600000US41139,41139,ZCTA5 41139,3268,179,3268,179,51688,4659,3165,193,96.8,1.9,53022,3716,22,26,0.7,0.8,-,**,0,16,0.0,0.9,-,**,7,9,0.2,0.3,-,**,0,16,0.0,0.9,-,**,0,16,0.0,0.9,-,**,74,54,2.3,1.6,19052,2662,0,16,0.0,0.9,-,**,3165,193,96.8,1.9,53022,3716,59,47,1.8,1.4,40792,14529,1081,154,33.1,4.3,56275,9608,1213,143,37.1,4.3,60587,8972,915,137,28.0,3.6,39850,7334,2208,152,2208,152,60794,6350,791,125,35.8,5.3,71033,22722,1417,159,64.2,5.3,59716,8616,1650,173,74.7,5.4,69390,5955,557,119,25.2,5.1,80197,15167,389,105,17.6,4.7,43281,15796,184,86,8.3,4.0,22500,15656,169,75,7.7,3.4,23375,12998,50,32,2.3,1.4,34706,22663,(X),(X),(X),(X),53912,3800,(X),(X),(X),(X),51875,9318,(X),(X),(X),(X),95375,16406,(X),(X),(X),(X),77188,37767,(X),(X),(X),(X),84211,24575,(X),(X),(X),(X),-,**,491,114,22.2,5.0,40703,7474,805,149,36.5,6.0,53105,11998,707,138,32.0,5.8,73872,4473,205,86,9.3,3.9,103949,4988,1060,191,1060,191,28837,4593,688,147,64.9,7.9,24388,3684,591,138,55.8,9.0,22917,4082,97,70,9.2,6.3,29635,11587,372,109,35.1,7.9,53558,8465,299,94,28.2,7.6,49330,8537,73,49,6.9,4.2,82313,12339
