GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC03_EST_VC41,HC03_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43,HC01_EST_VC44,HC01_MOE_VC44,HC02_EST_VC44,HC02_MOE_VC44,HC03_EST_VC44,HC03_MOE_VC44,HC01_EST_VC47,HC01_MOE_VC47,HC02_EST_VC47,HC02_MOE_VC47,HC03_EST_VC47,HC03_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC02_EST_VC50,HC02_MOE_VC50,HC03_EST_VC50,HC03_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC02_EST_VC51,HC02_MOE_VC51,HC03_EST_VC51,HC03_MOE_VC51,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC53,HC01_MOE_VC53,HC02_EST_VC53,HC02_MOE_VC53,HC03_EST_VC53,HC03_MOE_VC53
8600000US40025,40025,ZCTA5 40025,19,9,19,9,"250,000+",***,17,9,89.5,14.9,"250,000+",***,0,11,0.0,65.4,-,**,0,11,0.0,65.4,-,**,2,3,10.5,14.9,-,**,0,11,0.0,65.4,-,**,0,11,0.0,65.4,-,**,0,11,0.0,65.4,-,**,1,4,5.3,21.6,-,**,16,9,84.2,24.5,"250,000+",***,0,11,0.0,65.4,-,**,0,11,0.0,65.4,-,**,10,7,52.6,27.8,"250,000+",***,9,6,47.4,27.8,"250,000+",***,14,8,14,8,"250,000+",***,4,5,28.6,32.1,-,**,10,7,71.4,32.1,"250,000+",***,14,8,100.0,76.1,"250,000+",***,4,5,28.6,32.1,-,**,0,11,0.0,76.1,-,**,0,11,0.0,76.1,-,**,0,11,0.0,76.1,-,**,0,11,0.0,76.1,-,**,(X),(X),(X),(X),"250,000+",***,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,0,11,0.0,76.1,-,**,10,7,71.4,27.3,"250,000+",***,4,4,28.6,27.3,-,**,0,11,0.0,76.1,-,**,5,6,5,6,-,**,2,4,40.0,60.0,-,**,2,4,40.0,60.0,-,**,0,11,0.0,100.0,-,**,3,4,60.0,60.0,-,**,3,4,60.0,60.0,-,**,0,11,0.0,100.0,-,**
8600000US40026,40026,ZCTA5 40026,1918,120,1918,120,109000,7392,1834,118,95.6,2.7,110714,7880,23,19,1.2,1.0,71719,28590,13,21,0.7,1.1,-,**,13,14,0.7,0.8,-,**,0,16,0.0,1.5,-,**,28,43,1.5,2.2,-,**,7,12,0.4,0.6,-,**,50,57,2.6,2.9,37946,1793,1812,118,94.5,3.3,112024,7786,7,11,0.4,0.6,-,**,522,80,27.2,3.4,123182,31994,1076,86,56.1,3.4,118333,7298,313,57,16.3,2.9,63583,19899,1677,119,1677,119,119241,8580,859,96,51.2,4.5,124234,15396,818,97,48.8,4.5,110147,16464,1488,116,88.7,3.0,125833,13025,737,100,43.9,5.1,135365,12071,133,52,7.9,3.0,77083,12054,90,43,5.4,2.5,76000,12723,56,29,3.3,1.8,107188,63442,32,21,1.9,1.3,-,**,(X),(X),(X),(X),93802,22942,(X),(X),(X),(X),107250,20657,(X),(X),(X),(X),133958,24311,(X),(X),(X),(X),145375,56499,(X),(X),(X),(X),134904,71691,(X),(X),(X),(X),-,**,100,43,6.0,2.5,62000,7094,448,104,26.7,5.5,96875,7420,882,108,52.6,5.7,133235,9075,247,56,14.7,3.4,149479,29039,241,60,241,60,47083,16123,155,48,64.3,12.2,42083,14395,153,48,63.5,12.3,41806,13650,2,3,0.8,1.4,-,**,86,37,35.7,12.2,62083,20730,68,27,28.2,9.3,61250,33901,18,17,7.5,6.7,108125,87592
8600000US40031,40031,ZCTA5 40031,7473,239,7473,239,74480,5122,6860,231,91.8,1.8,74982,4970,265,116,3.5,1.5,89023,27143,8,13,0.1,0.2,-,**,35,34,0.5,0.5,-,**,16,25,0.2,0.3,-,**,103,57,1.4,0.8,54750,46715,186,86,2.5,1.1,66250,35438,183,88,2.4,1.2,-,**,6768,243,90.6,1.9,75899,4584,244,113,3.3,1.5,29853,14702,2202,177,29.5,2.2,90426,11306,3337,198,44.7,2.3,80637,7185,1690,165,22.6,2.0,55200,8559,5671,269,5671,269,87220,5889,2765,214,48.8,3.3,97250,7057,2906,245,51.2,3.3,79078,3792,4484,289,79.1,3.1,100075,6741,2119,218,37.4,3.5,111820,5247,812,151,14.3,2.7,40833,8320,424,107,7.5,1.9,29459,3667,375,117,6.6,2.0,71033,18653,222,97,3.9,1.7,71522,48673,(X),(X),(X),(X),64857,8361,(X),(X),(X),(X),92910,11553,(X),(X),(X),(X),97634,9255,(X),(X),(X),(X),126250,20286,(X),(X),(X),(X),-,**,(X),(X),(X),(X),114931,34930,585,129,10.3,2.2,60446,11723,1780,214,31.4,3.4,59653,4442,2465,223,43.5,3.5,106713,7689,841,141,14.8,2.4,113694,9161,1802,217,1802,217,33177,6505,1102,168,61.2,6.6,27927,5056,961,155,53.3,7.4,25250,6875,141,83,7.8,4.3,38875,3985,700,153,38.8,6.6,41161,8040,576,141,32.0,6.5,35556,8794,124,65,6.9,3.5,88548,34143
8600000US40033,40033,ZCTA5 40033,5073,203,5073,203,37911,5618,4190,188,82.6,1.9,41891,4697,770,106,15.2,1.9,26310,9265,0,18,0.0,0.6,-,**,10,17,0.2,0.3,-,**,0,18,0.0,0.6,-,**,83,61,1.6,1.2,-,**,20,29,0.4,0.6,-,**,91,48,1.8,0.9,-,**,4182,184,82.4,1.9,41827,4671,146,68,2.9,1.3,31389,8943,1338,170,26.4,3.1,41392,4787,2198,201,43.3,3.6,42684,9614,1391,117,27.4,2.2,31810,4270,3029,224,3029,224,52544,6777,1263,172,41.7,4.8,42420,7422,1766,192,58.3,4.8,54671,8750,2113,203,69.8,5.1,63551,5663,726,144,24.0,4.6,69655,10983,718,154,23.7,4.6,25633,2668,471,135,15.5,4.3,24481,2400,198,83,6.5,2.7,53542,15345,66,42,2.2,1.4,31477,10575,(X),(X),(X),(X),53365,9131,(X),(X),(X),(X),41250,29675,(X),(X),(X),(X),56429,13407,(X),(X),(X),(X),48726,9460,(X),(X),(X),(X),43718,36232,(X),(X),(X),(X),-,**,540,132,17.8,4.3,25500,2126,877,174,29.0,5.3,31629,6379,1333,192,44.0,5.2,68835,11783,279,74,9.2,2.4,82240,18551,2044,258,2044,258,24828,6852,1277,195,62.5,5.0,21458,7543,1141,192,55.8,6.2,19190,5617,136,95,6.7,4.6,64111,9281,767,137,37.5,5.0,26661,5509,646,145,31.6,5.6,25042,11228,121,66,5.9,3.4,81964,37580
8600000US40036,40036,ZCTA5 40036,75,38,75,38,57917,15045,75,38,100.0,31.7,57917,15045,0,11,0.0,31.7,-,**,0,11,0.0,31.7,-,**,0,11,0.0,31.7,-,**,0,11,0.0,31.7,-,**,0,11,0.0,31.7,-,**,0,11,0.0,31.7,-,**,0,11,0.0,31.7,-,**,75,38,100.0,31.7,57917,15045,0,11,0.0,31.7,-,**,23,21,30.7,27.5,-,**,24,28,32.0,29.8,-,**,28,24,37.3,27.5,-,**,32,22,32,22,51429,29101,32,22,100.0,50.4,51429,29101,0,11,0.0,50.4,-,**,32,22,100.0,50.4,51429,29101,32,22,100.0,50.4,51429,29101,0,11,0.0,50.4,-,**,0,11,0.0,50.4,-,**,0,11,0.0,50.4,-,**,0,11,0.0,50.4,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),50714,38914,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,0,11,0.0,50.4,-,**,32,22,100.0,50.4,51429,29101,0,11,0.0,50.4,-,**,0,11,0.0,50.4,-,**,43,32,43,32,58456,39561,11,17,25.6,44.8,-,**,11,17,25.6,44.8,-,**,0,11,0.0,43.5,-,**,32,33,74.4,44.8,-,**,17,27,39.5,54.3,-,**,15,22,34.9,40.6,-,**
8600000US40037,40037,ZCTA5 40037,980,89,980,89,40938,8841,954,87,97.3,2.1,39875,9703,9,11,0.9,1.1,-,**,0,11,0.0,3.0,-,**,4,7,0.4,0.7,-,**,0,11,0.0,3.0,-,**,0,11,0.0,3.0,-,**,13,17,1.3,1.7,105781,58899,6,13,0.6,1.3,-,**,948,84,96.7,2.4,40625,9538,22,16,2.2,1.6,40000,18195,253,50,25.8,4.8,68466,12447,459,75,46.8,6.6,42639,13496,246,62,25.1,5.6,29375,8620,669,75,669,75,56771,12682,280,51,41.9,7.3,64231,11476,389,73,58.1,7.3,48828,12341,546,79,81.6,6.7,63333,11546,180,44,26.9,6.5,72200,2523,90,44,13.5,6.3,34000,4652,70,40,10.5,5.8,33289,6734,33,28,4.9,4.2,-,**,30,27,4.5,4.1,16429,14679,(X),(X),(X),(X),47614,15676,(X),(X),(X),(X),59688,34437,(X),(X),(X),(X),53929,21956,(X),(X),(X),(X),73125,6357,(X),(X),(X),(X),71413,3121,(X),(X),(X),(X),-,**,123,50,18.4,6.9,30114,9150,192,52,28.7,7.2,37813,13704,296,71,44.2,9.6,71422,2297,58,33,8.7,4.9,96875,29204,311,87,311,87,19125,14674,222,71,71.4,11.6,15179,8718,177,68,56.9,13.9,10069,5025,45,28,14.5,8.6,43438,17142,89,45,28.6,11.6,32841,4842,83,41,26.7,10.7,32689,9224,6,10,1.9,3.2,53750,12012
8600000US40040,40040,ZCTA5 40040,133,38,133,38,44464,26277,133,38,100.0,20.0,44464,26277,0,11,0.0,20.0,-,**,0,11,0.0,20.0,-,**,0,11,0.0,20.0,-,**,0,11,0.0,20.0,-,**,0,11,0.0,20.0,-,**,0,11,0.0,20.0,-,**,0,11,0.0,20.0,-,**,133,38,100.0,20.0,44464,26277,0,11,0.0,20.0,-,**,29,21,21.8,12.9,-,**,54,22,40.6,14.4,59722,8116,50,23,37.6,14.8,21250,5251,88,31,88,31,52000,11408,26,20,29.5,20.2,-,**,62,27,70.5,20.2,59444,6657,71,28,80.7,16.2,51250,16529,18,19,20.5,18.1,-,**,17,15,19.3,16.2,57917,53229,8,9,9.1,11.0,26250,16899,0,11,0.0,28.2,-,**,0,11,0.0,28.2,-,**,(X),(X),(X),(X),58889,6369,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,12,9,13.6,10.9,-,**,31,21,35.2,20.5,-,**,39,24,44.3,21.1,57917,13181,6,7,6.8,8.1,-,**,45,23,45,23,17292,7735,37,22,82.2,21.8,20729,4652,37,22,82.2,21.8,20729,4652,0,11,0.0,42.5,-,**,8,10,17.8,21.8,-,**,4,6,8.9,15.6,-,**,4,8,8.9,15.8,-,**
8600000US40041,40041,ZCTA5 40041,248,59,248,59,21212,9404,248,59,100.0,11.4,21212,9404,0,11,0.0,11.4,-,**,0,11,0.0,11.4,-,**,0,11,0.0,11.4,-,**,0,11,0.0,11.4,-,**,0,11,0.0,11.4,-,**,0,11,0.0,11.4,-,**,0,11,0.0,11.4,-,**,248,59,100.0,11.4,21212,9404,0,11,0.0,11.4,-,**,0,11,0.0,11.4,-,**,9,13,3.6,5.5,-,**,239,62,96.4,5.5,21553,10206,19,29,19,29,-,**,0,11,0.0,65.4,-,**,19,29,100.0,65.4,-,**,19,29,100.0,65.4,-,**,0,11,0.0,65.4,-,**,0,11,0.0,65.4,-,**,0,11,0.0,65.4,-,**,0,11,0.0,65.4,-,**,0,11,0.0,65.4,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,19,29,100.0,65.4,-,**,0,11,0.0,65.4,-,**,0,11,0.0,65.4,-,**,0,11,0.0,65.4,-,**,229,64,229,64,20492,7874,189,65,82.5,16.3,22008,8983,189,65,82.5,16.3,22008,8983,0,11,0.0,12.3,-,**,40,38,17.5,16.3,7778,5318,40,38,17.5,16.3,7778,5318,0,11,0.0,12.3,-,**
8600000US40045,40045,ZCTA5 40045,1530,124,1530,124,45944,5918,1473,114,96.3,3.3,46194,6378,0,11,0.0,1.9,-,**,0,11,0.0,1.9,-,**,0,11,0.0,1.9,-,**,0,11,0.0,1.9,-,**,0,11,0.0,1.9,-,**,57,53,3.7,3.3,-,**,2,7,0.1,0.4,-,**,1471,115,96.1,3.3,46139,6248,31,27,2.0,1.8,-,**,384,81,25.1,4.7,73750,28781,720,102,47.1,5.8,51346,16819,395,74,25.8,4.2,35469,12463,881,113,881,113,59884,11933,249,69,28.3,6.5,86750,26257,632,94,71.7,6.5,59227,2890,751,110,85.2,5.4,69792,19766,217,68,24.6,6.6,90972,25579,92,46,10.4,5.0,36250,13594,18,17,2.0,1.9,6389,5032,38,23,4.3,2.7,86250,78011,14,15,1.6,1.7,92813,41308,(X),(X),(X),(X),57674,8293,(X),(X),(X),(X),65750,29087,(X),(X),(X),(X),91406,30888,(X),(X),(X),(X),140396,58488,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,179,59,20.3,6.4,40043,16295,231,67,26.2,7.4,53807,18213,344,100,39.0,9.2,90600,27102,127,65,14.4,7.2,140327,60020,649,142,649,142,30938,7845,285,83,43.9,11.2,19375,6717,215,72,33.1,9.8,17533,4406,70,43,10.8,6.6,41538,13787,364,120,56.1,11.2,33897,11094,359,119,55.3,11.2,34081,12288,5,9,0.8,1.3,-,**
8600000US40046,40046,ZCTA5 40046,690,134,690,134,52125,10625,621,124,90.0,9.9,57798,23968,0,11,0.0,4.3,-,**,0,11,0.0,4.3,-,**,0,11,0.0,4.3,-,**,0,11,0.0,4.3,-,**,40,66,5.8,9.2,-,**,29,41,4.2,5.8,-,**,40,66,5.8,9.2,-,**,621,124,90.0,9.9,57798,23968,0,11,0.0,4.3,-,**,188,103,27.2,13.7,58810,38158,406,131,58.8,14.7,52430,41545,96,50,13.9,7.3,45481,13547,492,119,492,119,79038,38382,181,108,36.8,18.4,51719,15947,311,101,63.2,18.4,87036,23716,414,118,84.1,11.2,85700,26214,135,92,27.4,15.7,58750,45234,51,46,10.4,9.2,39777,31284,28,42,5.7,8.4,-,**,27,30,5.5,6.0,-,**,18,28,3.7,5.8,-,**,(X),(X),(X),(X),85357,34224,(X),(X),(X),(X),51625,8667,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,46,38,9.3,7.4,30735,22819,164,60,33.3,11.3,86000,32614,240,96,48.8,15.2,59167,41255,42,52,8.5,10.1,-,**,198,80,198,80,39265,13860,78,42,39.4,22.4,42500,14195,69,41,34.8,20.7,45865,13999,9,15,4.5,8.0,-,**,120,80,60.6,22.4,32188,16621,120,80,60.6,22.4,32188,16621,0,11,0.0,14.0,-,**
8600000US40047,40047,ZCTA5 40047,7710,262,7710,262,66299,3278,7485,263,97.1,1.6,67708,3524,95,93,1.2,1.2,46342,12422,0,21,0.0,0.4,-,**,19,24,0.2,0.3,-,**,18,34,0.2,0.4,-,**,0,21,0.0,0.4,-,**,93,61,1.2,0.8,22473,18780,82,67,1.1,0.9,-,**,7403,254,96.0,1.8,67726,3415,170,87,2.2,1.1,46607,29420,2960,211,38.4,2.3,82932,10385,2842,213,36.9,2.5,71744,8279,1738,184,22.5,2.2,40246,6071,5589,237,5589,237,82801,7215,2736,201,49.0,3.0,85393,9067,2853,213,51.0,3.0,80332,6741,4336,207,77.6,3.4,95220,4278,1829,178,32.7,3.4,102561,5646,858,175,15.4,2.9,33281,5153,632,148,11.3,2.5,32333,10407,395,129,7.1,2.2,48631,9565,275,122,4.9,2.1,46250,16238,(X),(X),(X),(X),65820,4247,(X),(X),(X),(X),87308,5823,(X),(X),(X),(X),96512,6374,(X),(X),(X),(X),112361,36003,(X),(X),(X),(X),128493,11212,(X),(X),(X),(X),73438,28086,647,125,11.6,2.2,46179,3693,1597,235,28.6,3.6,49276,8158,2579,204,46.1,3.6,97119,6993,766,137,13.7,2.5,116667,12516,2121,252,2121,252,33250,7349,1090,167,51.4,6.2,23427,4191,999,163,47.1,6.1,21790,4331,91,58,4.3,2.7,95063,69371,1031,194,48.6,6.2,39281,2558,874,169,41.2,6.2,38737,3610,157,94,7.4,4.2,66417,39139
8600000US40048,40048,ZCTA5 40048,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**
8600000US40049,40049,ZCTA5 40049,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**
8600000US40050,40050,ZCTA5 40050,591,94,591,94,35188,13671,575,95,97.3,2.6,35938,15439,14,14,2.4,2.4,-,**,0,11,0.0,4.9,-,**,0,11,0.0,4.9,-,**,0,11,0.0,4.9,-,**,0,11,0.0,4.9,-,**,2,6,0.3,1.0,-,**,0,11,0.0,4.9,-,**,575,95,97.3,2.6,35938,15439,52,43,8.8,7.0,58235,25318,141,59,23.9,8.0,19688,14502,223,67,37.7,10.3,54375,45581,175,45,29.6,7.1,30179,15396,413,81,413,81,45729,10116,167,67,40.4,12.1,13493,3217,246,61,59.6,12.1,52045,32343,203,68,49.2,12.9,73051,8944,57,31,13.8,6.6,69844,21298,166,68,40.2,14.3,13162,2963,102,59,24.7,12.4,11556,1361,44,40,10.7,9.4,43824,604,8,10,1.9,2.3,-,**,(X),(X),(X),(X),46042,18488,(X),(X),(X),(X),-,**,(X),(X),(X),(X),72661,44190,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,91,48,22.0,10.9,13472,2455,135,61,32.7,13.1,-,**,89,51,21.5,10.6,73051,10930,98,49,23.7,11.4,70000,67530,178,52,178,52,16759,3045,123,46,69.1,12.9,16806,6472,117,46,65.7,13.6,16528,3249,6,8,3.4,4.2,-,**,55,25,30.9,12.9,14375,10059,50,26,28.1,13.4,12222,8512,5,6,2.8,3.4,-,**
8600000US40051,40051,ZCTA5 40051,1801,167,1801,167,46431,6921,1801,167,100.0,1.6,46431,6921,0,11,0.0,1.6,-,**,0,11,0.0,1.6,-,**,0,11,0.0,1.6,-,**,0,11,0.0,1.6,-,**,0,11,0.0,1.6,-,**,0,11,0.0,1.6,-,**,14,22,0.8,1.2,-,**,1787,168,99.2,1.2,46540,7170,50,46,2.8,2.5,11293,1507,646,113,35.9,4.9,43646,7416,735,114,40.8,4.9,57298,10417,370,59,20.5,3.2,29912,5940,1193,149,1193,149,57019,10742,565,113,47.4,6.3,46250,14033,628,96,52.6,6.3,68403,7917,922,151,77.3,6.3,69063,7054,400,107,33.5,7.0,65603,14439,209,69,17.5,6.0,20625,8022,117,52,9.8,4.5,19583,14847,62,51,5.2,4.2,-,**,48,50,4.0,4.1,-,**,(X),(X),(X),(X),57147,11533,(X),(X),(X),(X),53482,19708,(X),(X),(X),(X),54286,35531,(X),(X),(X),(X),54643,38355,(X),(X),(X),(X),66797,50803,(X),(X),(X),(X),-,**,186,64,15.6,5.0,22404,13093,462,119,38.7,9.0,42073,5047,390,109,32.7,7.6,74600,8085,155,55,13.0,4.5,94375,38795,608,127,608,127,27685,3149,244,64,40.1,9.9,26563,3568,203,64,33.4,9.6,26016,5089,41,24,6.7,4.0,27656,7454,364,113,59.9,9.9,28621,15484,325,109,53.5,10.7,27697,16517,39,27,6.4,4.2,40938,31218
8600000US40052,40052,ZCTA5 40052,206,79,206,79,40455,39787,206,79,100.0,13.5,40455,39787,0,11,0.0,13.5,-,**,0,11,0.0,13.5,-,**,0,11,0.0,13.5,-,**,0,11,0.0,13.5,-,**,0,11,0.0,13.5,-,**,0,11,0.0,13.5,-,**,18,26,8.7,12.5,-,**,188,77,91.3,12.5,53750,44735,0,11,0.0,13.5,-,**,44,33,21.4,17.0,67321,46821,116,61,56.3,20.3,-,**,46,48,22.3,19.5,30446,8498,143,71,143,71,71932,70526,59,46,41.3,24.1,113388,9609,84,51,58.7,24.1,31786,12026,93,51,65.0,27.9,108750,21583,59,46,41.3,24.1,113388,9609,28,44,19.6,26.2,-,**,0,11,0.0,18.8,-,**,22,27,15.4,19.7,-,**,0,11,0.0,18.8,-,**,(X),(X),(X),(X),31652,11751,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,46,50,32.2,28.1,-,**,11,14,7.7,10.3,-,**,45,29,31.5,25.7,103125,36627,41,47,28.7,27.3,-,**,63,37,63,37,28194,18088,18,21,28.6,29.4,-,**,18,21,28.6,29.4,-,**,0,11,0.0,35.6,-,**,45,31,71.4,29.4,40568,34391,45,31,71.4,29.4,40568,34391,0,11,0.0,35.6,-,**
